Case Number,Case Title,Requesting Court,Topics,Judgment ECLI,Judgment CELEX,Has AG Opinion,AG Opinion Title,AG Opinion ECLI,Has Summary,Summary CELEX
Case C-248/11,Case C-248/11 Ministerul public v Nilaş and Others,,Reference for a preliminary ruling from the Curtea de Apel Cluj,ECLI:EU:C:2012:166,62011CJ0248,No,,,Yes,62011CJ0248
Case C-209/10,Case C-209/10 Post Danmark v Konkurrencerådet,,Reference for a preliminary ruling from the Højesteret,ECLI:EU:C:2012:172,62010CJ0209,Yes,Opinion of Advocate General Mengozzi delivered on 24 May 2011,ECLI:EU:C:2011:342,Yes,62010CJ0209
Case C‑504/09 P,Case C‑504/09 P Commission v Poland,,,ECLI:EU:C:2012:178,62009CJ0504,Yes,Opinion of Advocate General Trstenjak delivered on 17 November 2011,ECLI:EU:C:2011:741,Yes,62009CJ0504
Case C-505/09 P,Case C-505/09 P Commission v Estonia,,,ECLI:EU:C:2012:179,62009CJ0505,Yes,Opinion of Advocate General Trstenjak delivered on 17 November 2011,ECLI:EU:C:2011:742,Yes,62009CJ0505
Case C-185/10,Case C-185/10 Commission v Poland,,,ECLI:EU:C:2012:181,62010CJ0185,Yes,Opinion of Advocate General Jääskinen delivered on 29 September 2011,ECLI:EU:C:2011:622,Yes,62010CJ0185
Case C‑414/10,"Case C‑414/10 Véleclair v Ministre du budget, des comptes publics et de la réforme de l'Etat",,Reference for a preliminary ruling from the Conseil d’État (France),ECLI:EU:C:2012:183,62010CJ0414,Yes,Opinion of Advocate General Kokott delivered on 17 November 2011,ECLI:EU:C:2011:748,Yes,62010CJ0414
Case C-417/10,Case C-417/10 Ministero dell'Economia e delle Finanze and Agenzia delle Entrate v 3M Italia,,Reference for a preliminary ruling from the Corte suprema di cassazione,ECLI:EU:C:2012:184,62010CJ0417,No,,,Yes,62010CJ0417
Case C‑436/10,Case C‑436/10 État belge v BLM,,Reference for a preliminary ruling from the cour d’appel de Mons,ECLI:EU:C:2012:185,62010CJ0436,No,,,Yes,62010CJ0436
Case C-500/10,Case C-500/10 Ufficio IVA di Piacenza v Belvedere Costruzioni,,"Reference for a preliminary ruling from the Commissione tributaria centrale, sezione di Bologna",ECLI:EU:C:2012:186,62010CJ0500,Yes,Opinion of Advocate General Sharpston delivered on 17 November 2011,ECLI:EU:C:2011:754,Yes,62010CJ0500
Case C‑564/10,Case C‑564/10 Bundesanstalt für Landwirtschaft und Ernährung v Pfeifer & Langen,,Reference for a preliminary ruling from the Bundesverwaltungsgericht,ECLI:EU:C:2012:190,62010CJ0564,Yes,Opinion of Advocate General Sharpston delivered on 26 January 2012,ECLI:EU:C:2012:38,Yes,62010CJ0564
Case C‑599/10,Case C‑599/10 SAG ELV Slovensko and Others v Úrad pre verejné obstarávanie,,Reference for a preliminary ruling from the Najvyšší súd Slovenskej republiky,ECLI:EU:C:2012:191,62010CJ0599,No,,,Yes,62010CJ0599
Case C-1/11,Case C-1/11 Interseroh Scrap and Metal Trading v SAM,,Reference for a preliminary ruling from the Verwaltungsgericht Mainz,ECLI:EU:C:2012:194,62011CJ0001,Yes,Opinion of Advocate General Bot delivered on 8 December 2011,ECLI:EU:C:2011:821,Yes,62011CJ0001
Case C-354/10,Case C-354/10 Commission v Greece,,,ECLI:EU:C:2012:109,62010CJ0354,No,,,No,
Case C‑474/11 P,Case C‑474/11 P Smanor v Commission and European Ombudsman,,,,,No,,,No,
Case C-596/10,Case C-596/10 Commission v France,,,ECLI:EU:C:2012:130,62010CJ0596,No,,,No,
Case C-81/11 P,Case C-81/11 P Longevity Health Products v OHIM,,,,,No,,,No,
Case C‑333/11,Case C‑333/11 Febetra v Belgische Staat,,,,,No,,,No,
Case C‑406/11 P,Case C‑406/11 P Atlas Transport v OHIM,,,,,No,,,No,
Case C-574/10,Case C-574/10 Commission v Germany,,,ECLI:EU:C:2012:145,62010CJ0574,No,,,No,
Case C-46/11,Case C-46/11 Commission v Poland,,,ECLI:EU:C:2012:146,62011CJ0046,No,,,No,
Case C‑157/11,Case C‑157/11 Sibilio v Comune di Afragola,,,ECLI:EU:C:2012:148,62011CJ0157,No,,,No,
Case C-87/11 P,Case C-87/11 P Fidelio v OHIM,,,,,No,,,No,
Case C‑167/11 P,Case C‑167/11 P Cantiere navale De Poli v Commission,,,,,No,,,No,
Case C‑200/11 P,Case C‑200/11 P Italy v Commission,,,,,No,,,No,
Case C‑354/11 P,Case C‑354/11 P Emram v OHIM,,,,,No,,,No,
Case C‑348/11,Case C‑348/11 Thomson Sales Europe v Administration des douanes,,,,,No,,,No,
Case C‑243/10,Case C‑243/10 Commission v Italy,,,ECLI:EU:C:2012:182,62010CJ0243,No,,,No,
Case C 529/10,Case C 529/10 Ministero dell'Economia e delle Finanze and Agenzia delle Entrate v Safilo,,,,,No,,,No,
Case C-607/10,Case C-607/10 Commission v Sweden,,,ECLI:EU:C:2012:192,62010CJ0607,No,,,No,
Case C‑334/11 P,Case C‑334/11 P Lancôme v OHIM,,,,,No,,,No,
Case C-569/11 P(R),Case C-569/11 P(R) Gollnisch v Parliament,,,,,No,,,No,
Case C‑570/11 P(R),Case C‑570/11 P(R) Gollnisch v Parliament,,,,,No,,,No,
Case C‑83/12 PPU,Case C‑83/12 PPU Criminal proceedings against Minh Khoa Vo,,Reference for a preliminary ruling from the Bundesgerichtshof,ECLI:EU:C:2012:202,62012CJ0083,No,,,Yes,62012CJ0083
Case C‑443/09,Case C‑443/09 CCIAA v Grillo Star,,Reference for a preliminary ruling from the Tribunale di Cosenza,ECLI:EU:C:2012:213,62009CJ0443,Yes,Opinion of Advocate General Kokott delivered on 12 January 2012,ECLI:EU:C:2012:7,Yes,62009CJ0443
Case C‑213/10,Case C‑213/10 F-Tex v UAB „Jadecloud-Vilma“,,Reference for a preliminary ruling from the Lietuvos Aukščiausiasis Teismas,ECLI:EU:C:2012:215,62010CJ0213,No,,,Yes,62010CJ0213
Case C‑221/10 P,Case C‑221/10 P Artegodan v Commission,,,ECLI:EU:C:2012:216,62010CJ0221,Yes,Opinion of Advocate General Bot delivered on 17 November 2011,ECLI:EU:C:2011:744,Yes,62010CJ0221
Case C-415/10,Case C-415/10 Meister v Speech Design Carrier Systems,,Reference for a preliminary ruling from the Bundesarbeitsgericht,ECLI:EU:C:2012:217,62010CJ0415,Yes,Opinion of Advocate General Mengozzi delivered on 12 January 2012,ECLI:EU:C:2012:8,Yes,62010CJ0415
Case C‑461/10,Case C‑461/10 Bonnier Audio and Others v Perfect Communication Sweden,,Reference for a preliminary ruling from the Högsta domstolen,ECLI:EU:C:2012:219,62010CJ0461,Yes,Opinion of Advocate General Jääskinen delivered on 17 November 2011,ECLI:EU:C:2011:753,Yes,62010CJ0461
Case C‑523/10,Case C‑523/10 Wintersteiger v Products 4U Sondermaschinenbau,,Reference for a preliminary ruling from the Oberster Gerichtshof,ECLI:EU:C:2012:220,62010CJ0523,Yes,Opinion of Advocate General Cruz Villalón delivered on 16 February 2012,ECLI:EU:C:2012:90,Yes,62010CJ0523
Case C‑549/10 P,Case C‑549/10 P Tomra Systems and Others v Commission,,,ECLI:EU:C:2012:221,62010CJ0549,Yes,Opinion of Advocate General Mazák delivered on 2 February 2012,ECLI:EU:C:2012:55,Yes,62010CJ0549
Case C‑121/11,Case C‑121/11 Pro-Braine and Others v Commune de Braine-le-Château,,Reference for a preliminary ruling from the Conseil d’État (Belgium),ECLI:EU:C:2012:225,62011CJ0121,No,,,Yes,62011CJ0121
Case C‑571/10,Case C‑571/10 Kamberaj v Istituto per l'Edilizia Sociale della Provincia autonoma di Bolzano and Others,,Reference for a preliminary ruling from the Tribunale di Bolzano,ECLI:EU:C:2012:233,62010CJ0571,Yes,Opinion of Advocate General Bot delivered on 13 December 2011,ECLI:EU:C:2011:827,Yes,62010CJ0571
Case C‑419/10,Case C‑419/10 Hofmann v Freistaat Bayern,,Reference for a preliminary ruling from the Bayerischer Verwaltungsgerichtshof,ECLI:EU:C:2012:240,62010CJ0419,Yes,Opinion of Advocate General Bot delivered on 10 November 2011,ECLI:EU:C:2011:723,Yes,62010CJ0419
Case C-456/10,Case C-456/10 ANETT v Administración del Estado,,Reference for a preliminary ruling from the Tribunal Supremo,ECLI:EU:C:2012:241,62010CJ0456,No,,,Yes,62010CJ0456
Case C‑472/10,Case C‑472/10 Nemzeti Fogyasztóvédelmi Hatóság v Invitel,,Reference for a preliminary ruling from the Pest Megyei Bíróság,ECLI:EU:C:2012:242,62010CJ0472,Yes,Opinion of Advocate General Trstenjak delivered on 6 December 2011,ECLI:EU:C:2011:806,Yes,62010CJ0472
Case C‑508/10,Case C‑508/10 Commission v Netherlands,,,ECLI:EU:C:2012:243,62010CJ0508,Yes,Opinion of Advocate General Bot delivered on 19 January 2012,ECLI:EU:C:2012:25,Yes,62010CJ0508
Case C‑510/10,Case C‑510/10 DR and TV2 Danmark v NCB,,Reference for a preliminary ruling from the Østre Landsret,ECLI:EU:C:2012:244,62010CJ0510,Yes,Opinion of Advocate General Trstenjak delivered on 17 January 2012,ECLI:EU:C:2012:18,Yes,62010CJ0510
Joined Cases C‑578/10 to C‑580/10,Joined Cases C‑578/10 to C‑580/10 Staatssecretaris van Financiën v van Putten and Others,,,ECLI:EU:C:2012:246,62010CJ0578,No,,,Yes,62010CJ0578
Joined Cases C-621/10 and C-129/11,Joined Cases C-621/10 and C-129/11 Balkan and Sea Properties and Provadinvest v Direktor na Direktsia Obzhalvane I upravlenie na izpalnenieto,,,ECLI:EU:C:2012:248,62010CJ0621,Yes,Opinion of Advocate General Sharpston delivered on 26 January 2012,ECLI:EU:C:2012:41,Yes,62010CJ0621
Case C-225/11,Case C-225/11 Commissioners for Her Majesty's Revenue & Customs v Able UK,,Reference for a preliminary ruling from the Upper Tribunal (Tax and Chancery Chamber) (United Kingdom),ECLI:EU:C:2012:252,62011CJ0225,No,,,Yes,62011CJ0225
Case C‑92/12 PPU,Case C‑92/12 PPU Health Service Executive v C. and C.,,Reference for a preliminary ruling from the High Court (Ireland),ECLI:EU:C:2012:255,62012CJ0092,No,,,Yes,62012CJ0092
Case C‑656/11 R,Case C‑656/11 R United Kingdom v Council,,,,,No,,,No,
Case C‑141/10,Case C‑141/10 Commission v Netherlands,,,ECLI:EU:C:2012:214,62010CJ0141,No,,,No,
Case C‑297/11,Case C‑297/11 Commission v Greece,,,ECLI:EU:C:2012:228,62011CJ0297,No,,,No,
Case C‑507/11 P(R),Case C‑507/11 P(R) Fapricela v Commission,,,,,No,,,No,
Case C‑125/09,Case C‑125/09 Commission v Cyprus,,,ECLI:EU:C:2012:239,62009CJ0125,No,,,No,
Case C-307/11 P,Case C-307/11 P Deichmann v OHIM,,,,,No,,,No,
Case C-114/11,Case C-114/11 Notermans v Boddenberg,,,,,No,,,No,
Case C‑406/10,Case C‑406/10 SAS Institute v World Programming,,Reference for a preliminary ruling from the High Court of Justice of England and Wales (Chancery Division),ECLI:EU:C:2012:259,62010CJ0406,Yes,Opinion of Advocate General Bot delivered on 29 November 2011,ECLI:EU:C:2011:787,Yes,62010CJ0406
Case C-337/10,Case C-337/10 Neidel v Stadt Frankfurt am Main,,Reference for a preliminary ruling from the Verwaltungsgericht Frankfurt am Main,ECLI:EU:C:2012:263,62010CJ0337,No,,,Yes,62010CJ0337
Case C‑520/10,Case C‑520/10 Lebara v Commissioners for Her Majesty's Revenue & Customs,,Reference for a preliminary ruling from the First-tier Tribunal (Tax Chamber),ECLI:EU:C:2012:264,62010CJ0520,Yes,Opinion of Advocate General Jääskinen delivered on 8 December 2011,ECLI:EU:C:2011:818,Yes,62010CJ0520
Case C‑620/10,Case C‑620/10 Migrationsverket v Kastrati and Others,,Reference for a preliminary ruling from the Kammarrätten i Stockholm — Migrationsöverdomstolen,ECLI:EU:C:2012:265,62010CJ0620,Yes,Opinion of Advocate General Trstenjak delivered on 12 January 2012,ECLI:EU:C:2012:10,Yes,62010CJ0620
Case C‑24/11 P,Case C‑24/11 P Spain v Commission,,,ECLI:EU:C:2012:266,62011CJ0024,Yes,Opinion of Advocate General Sharpston delivered on 15 December 2011,ECLI:EU:C:2011:850,Yes,62011CJ0024
Case C‑39/10,Case C‑39/10 Commission v Estonia,,,ECLI:EU:C:2012:282,62010CJ0039,Yes,Opinion of Advocate General Jääskinen delivered on 24 November 2011,ECLI:EU:C:2011:770,Yes,62010CJ0039
Joined Cases C‑357/10 to C‑359/10,Joined Cases C‑357/10 to C‑359/10 Duomo Gpa and Others v Comune di Baranzate and Comune di Venegono Inferiore,Request for a preliminary ruling from the Tribunale amministrativo regionale per la Lombardia,,ECLI:EU:C:2012:283,62010CJ0357,Yes,Opinion of Advocate General Cruz Villalón delivered on 16 November 2011,ECLI:EU:C:2011:736,Yes,62010CJ0357
Case C‑368/10,Case C‑368/10 Commission v Netherlands,,,ECLI:EU:C:2012:284,62010CJ0368,Yes,Opinion of Advocate General Kokott delivered on 15 December 2011,ECLI:EU:C:2011:840,Yes,62010CJ0368
Case C‑100/11 P,Case C‑100/11 P Rubinstein and L'Oréal v OHIM,,,ECLI:EU:C:2012:285,62011CJ0100,Yes,Opinion of Advocate General Mengozzi delivered on 16 February 2012,ECLI:EU:C:2012:95,Yes,62011CJ0100
Joined Cases C‑338/11 to C‑347/11,"Joined Cases C‑338/11 to C‑347/11 Santander Asset Management SGIIC and Others v Directeur des résidents à l'étranger et des services généraux and Ministre du budget, des comptes publics, de la fonction publique et de la réforme de l'État",,,ECLI:EU:C:2012:286,62011CJ0338,No,,,Yes,62011CJ0338
Case C‑348/09,Case C‑348/09 I v Oberbürgermeisterin der Stadt Remscheid,,Reference for a preliminary ruling from the Oberverwaltungsgericht für das Land Nordrhein-Westfalen,ECLI:EU:C:2012:300,62009CJ0348,Yes,Opinion of Advocate General Bot delivered on 6 March 2012,ECLI:EU:C:2012:123,Yes,62009CJ0348
Case C‑97/11,Case C‑97/11 Amia v Provincia Regionale di Palermo,,Reference for a preliminary ruling from the Commissione tributaria provinciale di Palermo,ECLI:EU:C:2012:306,62011CJ0097,No,,,Yes,62011CJ0097
Case C‑98/11 P,Case C‑98/11 P Chocoladefabriken Lindt & Sprüngli v OHIM,,,ECLI:EU:C:2012:307,62011CJ0098,No,,,Yes,62011CJ0098
Case C‑188/11,Case C‑188/11 Hehenberger v Republik Österreich,,Reference for a preliminary ruling from the Landesgericht für Zivilrechtssachen Wien,ECLI:EU:C:2012:312,62011CJ0188,No,,,Yes,62011CJ0188
Case C‑196/11 P,Case C‑196/11 P Formula One Licensing v OHIM,,,ECLI:EU:C:2012:314,62011CJ0196,No,,,Yes,62011CJ0196
Case C-240/11 P,Case C-240/11 P World Wide Tobacco España v Commission,,,,,No,,,No,
Case C‑289/11 P,Case C‑289/11 P Legris Industries v Commission,,,ECLI:EU:C:2012:270,62011CJ0289,No,,,No,
Case C‑290/11 P,Case C‑290/11 P Comap v Commission,,,ECLI:EU:C:2012:271,62011CJ0290,No,,,No,
Case C‑185/12,Case C‑185/12 Ciampaglia v Masawan,,Reference for a preliminary ruling — Manifest inadmissibility,,,No,,,No,
Case C-370/11,Case C-370/11 Commission v Belgium,,,ECLI:EU:C:2012:287,62011CJ0370,No,,,No,
Case C‑134/12,Case C‑134/12 Corpul Naţional al Poliţiştilor v Ministerul Administraţiei şi Internelor and Others,,Reference for a preliminary ruling — Charter of Fundamental Rights of the European Union — European Convention on the Protection of Human Rights and Fundamental Freedoms — Validity of national legislation imposing salary reductions on several categories of civil servants — Failure to give effect to European Union law — Clear lack of jurisdiction of the Court of Justice,,,No,,,No,
Case C‑198/11 P,Case C‑198/11 P Lan Airlines v OHIM,,,,,No,,,No,
Case C‑453/11 P,Case C‑453/11 P Timehouse v OHIM,,,,,No,,,No,
Case C‑477/11 P,Case C‑477/11 P Sepracor Pharmaceuticals v Commission,,,,,No,,,No,
Case C‑352/11,Case C‑352/11 Commission v Austria,,,ECLI:EU:C:2012:315,62011CJ0352,No,,,No,
Case C‑366/11,Case C‑366/11 Commission v Belgium,,,ECLI:EU:C:2012:316,62011CJ0366,No,,,No,
Case C-124/10 P,Case C-124/10 P Commission v EDF,,,ECLI:EU:C:2012:318,62010CJ0124,Yes,Opinion of Advocate General Mazák delivered on 20 October 2011,ECLI:EU:C:2011:676,Yes,62010CJ0124
Case C-489/10,Case C-489/10 Prokurator Generalny v Bonda,,Reference for a preliminary ruling from the Sąd Najwyższy,ECLI:EU:C:2012:319,62010CJ0489,Yes,Opinion of Advocate General Kokott delivered on 15 December 2011,ECLI:EU:C:2011:845,Yes,62010CJ0489
Case C‑615/10,Case C‑615/10 Proceedings brought by Insinööritoimisto InsTiimi Oy,,Reference for a preliminary ruling from the Korkein hallinto-oikeus,ECLI:EU:C:2012:324,62010CJ0615,Yes,Opinion of Advocate General Kokott delivered on 19 January 2012,ECLI:EU:C:2012:26,Yes,62010CJ0615
Case C-27/11,Case C-27/11 Vinkov v Nachalnik Administrativno-nakazatelna deinost,,Reference for a preliminary ruling — Non-recognition in national law of the right to a judicial remedy in respect of decisions imposing a financial penalty and the deduction of points for certain breaches of road traffic regulations — Purely internal situation — Inadmissibility of the reference,ECLI:EU:C:2012:326,62011CJ0027,No,,,Yes,62011CJ0027
Case C-39/11,Case C-39/11 VBV - Vorsorgekasse v Finanzmarktaufsichtsbehörde,,Reference for a preliminary ruling from the Verwaltungsgerichtshof,ECLI:EU:C:2012:327,62011CJ0039,No,,,Yes,62011CJ0039
Case C-106/11,Case C-106/11 M.J. Bakker v Minister van Financiën,,Reference for a preliminary ruling from the Hoge Raad der Nederlanden,ECLI:EU:C:2012:328,62011CJ0106,No,,,Yes,62011CJ0106
Case C-132/11,Case C-132/11 Tyrolean Airways Tiroler Luftfahrt v Betriebsrat Bord der Tyrolean Airways Tiroler Luftfahrt Gesellschaft,,Reference for a preliminary ruling from the Oberlandesgericht Innsbruck,ECLI:EU:C:2012:329,62011CJ0132,No,,,Yes,62011CJ0132
Joined Cases C‑611/10 and C‑612/10,Joined Cases C‑611/10 and C‑612/10 Hudzinski and Wawrzyniak v Agentur für Arbeit Wesel - Familienkasse and Agentur für Arbeit Mönchengladbach - Familienkasse,,,ECLI:EU:C:2012:339,62010CJ0611,Yes,Opinion of Advocate General Mazák delivered on 16 February 2012,ECLI:EU:C:2012:93,Yes,62010CJ0611
Case C-542/09,Case C-542/09 Commission v Netherlands,,,ECLI:EU:C:2012:346,62009CJ0542,Yes,Opinion of Advocate General Sharpston delivered on 16 February 2012,ECLI:EU:C:2012:79,Yes,62009CJ0542
Case C-533/10,Case C-533/10 CIVAD v Receveur des douanes de Roubaix and Others,,Reference for a preliminary ruling from the tribunal d’instance de Roubaix,ECLI:EU:C:2012:347,62010CJ0533,Yes,Opinion of Advocate General Cruz Villalón delivered on 8 December 2011,ECLI:EU:C:2011:819,Yes,62010CJ0533
Case C‑606/10,"Case C‑606/10 ANAFE v Ministre de l'Intérieur, de l'Outre-mer, des Collectivités territoriales et de l'Immigration",,Reference for a preliminary ruling from the Conseil d’État (France),ECLI:EU:C:2012:348,62010CJ0606,Yes,Opinion of Advocate General Trstenjak delivered on 29 November 2011,ECLI:EU:C:2011:789,Yes,62010CJ0606
Case C‑618/10,Case C‑618/10 Banco Español de Crédito v Calderón Camino,,Reference for a preliminary ruling from the Audiencia Provincial de Barcelona,ECLI:EU:C:2012:349,62010CJ0618,Yes,Opinion of Advocate General Trstenjak delivered on 14 February 2012,ECLI:EU:C:2012:74,Yes,62010CJ0618
Case C-158/11,Case C-158/11 Auto 24 v Jaguar Land Rover France,,Reference for a preliminary ruling from the Cour de cassation,ECLI:EU:C:2012:351,62011CJ0158,No,,,Yes,62011CJ0158
Case C-307/10,Case C-307/10 Chartered Institute of Patent Attorneys v Registrar of Trade Marks,,"Reference for a preliminary ruling from the Person Appointed by the Lord Chancellor under Section 76 of The Trade Marks Act 1994, on Appeal from the Registrar of Trade Marks (United Kingdom)",ECLI:EU:C:2012:361,62010CJ0307,Yes,Opinion of Advocate General Bot delivered on 29 November 2011,ECLI:EU:C:2011:784,Yes,62010CJ0307
Case C-452/10 P,Case C-452/10 P BNP Paribas and BNL v Commission,,,ECLI:EU:C:2012:366,62010CJ0452,No,,,Yes,62010CJ0452
